638	ENSG00000059804	ENST00000075120	0	0	11	ENST00000075120, ENST00000490763, ENST00000495813, ENST00000469295, ENST00000476634, ENST00000479059, ENST00000486749, ENST00000541671, ENST00000543435, ENST00000544291, ENST00000544936
3539	ENSG00000116016	ENST00000263734	0	0	10	ENST00000263734, ENST00000483692, ENST00000466465, ENST00000465318, ENST00000449347, ENST00000460015, ENST00000463191, ENST00000467888, ENST00000468530, ENST00000475822
4322	ENSG00000124766	ENST00000244745	0	0	1	ENST00000244745
4350	ENSG00000125257	ENST00000376887	0	0	7	ENST00000376887, ENST00000629385, ENST00000467685, ENST00000536256, ENST00000471041, ENST00000474158, ENST00000484109
4680	ENSG00000128917	ENST00000249749	0	0	3	ENST00000249749, ENST00000557876, ENST00000559440
5239	ENSG00000134250	ENST00000256646	0	0	8	ENST00000256646, ENST00000612822, ENST00000479412, ENST00000478864, ENST00000489731, ENST00000493703, ENST00000579475, ENST00000602566
5334	ENSG00000135046	ENST00000257497	0	0	8	ENST00000257497, ENST00000456643, ENST00000491192, ENST00000415424, ENST00000489109, ENST00000495713, ENST00000376911, ENST00000468639
5943	ENSG00000139289	ENST00000602540	0	0	3	ENST00000602540, ENST00000266671, ENST00000619060
6111	ENSG00000140943	ENST00000343411	0	0	16	ENST00000343411, ENST00000562906, ENST00000562886, ENST00000561936, ENST00000562788, ENST00000563231, ENST00000564049, ENST00000564444, ENST00000564643, ENST00000565863, ENST00000567557, ENST00000568051, ENST00000569770, ENST00000569907, ENST00000570012, ENST00000570064
6432	ENSG00000143799	ENST00000366794	0	0	10	ENST00000366794, ENST00000629232, ENST00000366790, ENST00000366792, ENST00000463968, ENST00000468608, ENST00000469663, ENST00000490921, ENST00000491816, ENST00000498787
6667	ENSG00000146072	ENST00000296861	0	0	1	ENST00000296861
8409	ENSG00000164251	ENST00000296677	0	0	2	ENST00000296677, ENST00000514165
8595	ENSG00000165434	ENST00000298198	0	0	2	ENST00000298198, ENST00000622957
6618	ENSG00000145632	ENST00000274289	3.19886032310658E-289	1.17089712326855E-285	15	ENST00000274289, ENST00000503378, ENST00000515415, ENST00000508300, ENST00000503115, ENST00000510629, ENST00000503713, ENST00000502671, ENST00000504196, ENST00000505244, ENST00000509422, ENST00000509555, ENST00000511326, ENST00000514306, ENST00000617412
5367	ENSG00000135318	ENST00000257770	3.7672054216543E-288	1.28700294555116E-284	5	ENST00000257770, ENST00000369651, ENST00000369646, ENST00000437581, ENST00000416334
11282	ENSG00000187678	ENST00000344120	6.41780954159721E-269	2.05550406224468E-265	5	ENST00000344120, ENST00000434127, ENST00000503582, ENST00000511815, ENST00000509364
9596	ENSG00000171951	ENST00000305409	2.09988123864107E-268	6.3299067102448E-265	3	ENST00000305409, ENST00000421386, ENST00000433889
6837	ENSG00000148175	ENST00000286713	9.12063175326942E-260	2.5965931899794E-256	3	ENST00000286713, ENST00000347359, ENST00000538954
4321	ENSG00000124762	ENST00000244741	8.54959280717667E-253	2.30591517580931E-249	8	ENST00000244741, ENST00000478800, ENST00000462537, ENST00000405375, ENST00000459970, ENST00000373711, ENST00000615513, ENST00000448526
4968	ENSG00000131747	ENST00000423485	1.08389432914557E-250	2.77720824485324E-247	5	ENST00000423485, ENST00000577541, ENST00000577706, ENST00000578412, ENST00000581055
436	ENSG00000038427	ENST00000343200	5.80325511926403E-250	1.41613242184136E-246	12	ENST00000343200, ENST00000265077, ENST00000505615, ENST00000513016, ENST00000502527, ENST00000513984, ENST00000512590, ENST00000342785, ENST00000503923, ENST00000507162, ENST00000513960, ENST00000515397
8952	ENSG00000167601	ENST00000301178	3.02536367918286E-241	7.04703462453299E-238	5	ENST00000301178, ENST00000359092, ENST00000593513, ENST00000599659, ENST00000594880
9785	ENSG00000173334	ENST00000311922	2.20575497103147E-237	4.91451797784816E-234	4	ENST00000311922, ENST00000520847, ENST00000521778, ENST00000519576
5857	ENSG00000138623	ENST00000542748	1.23264923760913E-233	2.63196292422E-230	5	ENST00000542748, ENST00000543145, ENST00000261918, ENST00000569617, ENST00000567345
14203	ENSG00000277443	ENST00000612661	3.50803543103731E-233	7.19077102654028E-230	2	ENST00000612661, ENST00000617290
7728	ENSG00000159176	ENST00000340006	7.14811865480376E-233	1.40886669409776E-229	19	ENST00000340006, ENST00000532313, ENST00000481851, ENST00000533402, ENST00000527662, ENST00000533432, ENST00000367306, ENST00000458271, ENST00000471596, ENST00000524951, ENST00000526256, ENST00000526317, ENST00000526723, ENST00000527573, ENST00000529975, ENST00000530120, ENST00000531916, ENST00000532460, ENST00000533188
2287	ENSG00000104321	ENST00000262209	5.46290165484002E-229	1.03683850111954E-225	6	ENST00000262209, ENST00000523582, ENST00000520596, ENST00000522271, ENST00000520788, ENST00000519720
7793	ENSG00000160014	ENST00000291295	2.57298291258888E-225	4.70901819127204E-222	13	ENST00000291295, ENST00000486500, ENST00000599839, ENST00000391918, ENST00000596362, ENST00000482455, ENST00000477244, ENST00000594523, ENST00000595072, ENST00000597743, ENST00000597868, ENST00000598871, ENST00000602169
10553	ENSG00000181104	ENST00000319211	6.92218609269798E-224	1.22319802179417E-220	2	ENST00000319211, ENST00000505600
7458	ENSG00000155903	ENST00000286364	2.92217001028996E-222	4.99155340591029E-219	7	ENST00000286364, ENST00000506365, ENST00000452898, ENST00000505833, ENST00000509032, ENST00000509118, ENST00000515549
8255	ENSG00000163661	ENST00000295927	3.89252125125392E-218	6.43458875872603E-215	1	ENST00000295927
12069	ENSG00000198959	ENST00000361475	1.86179641172397E-217	2.98149240996235E-214	6	ENST00000361475, ENST00000468262, ENST00000469269, ENST00000373403, ENST00000474777, ENST00000453095
1881	ENSG00000100647	ENST00000342745	6.7539007402244E-217	1.04879891949333E-213	3	ENST00000342745, ENST00000556993, ENST00000553497
1089	ENSG00000076706	ENST00000264036	6.16539187402871E-213	9.2925148995471E-210	17	ENST00000264036, ENST00000528976, ENST00000524940, ENST00000528533, ENST00000530006, ENST00000525586, ENST00000525555, ENST00000526190, ENST00000526992, ENST00000528502, ENST00000529257, ENST00000529295, ENST00000529686, ENST00000530144, ENST00000530706, ENST00000530937, ENST00000534522
2031	ENSG00000101825	ENST00000217939	2.14204298108609E-208	3.1362569304502E-205	1	ENST00000217939
9431	ENSG00000170759	ENST00000302418	3.15099931995741E-208	4.48536000420049E-205	2	ENST00000302418, ENST00000493889
11902	ENSG00000198363	ENST00000379454	3.09341515155519E-203	4.28437998490394E-200	30	ENST00000379454, ENST00000518068, ENST00000522919, ENST00000517856, ENST00000519234, ENST00000518306, ENST00000445642, ENST00000517847, ENST00000519678, ENST00000379449, ENST00000524173, ENST00000522036, ENST00000522603, ENST00000522325, ENST00000523897, ENST00000521909, ENST00000519264, ENST00000356457, ENST00000389204, ENST00000517661, ENST00000517903, ENST00000517928, ENST00000518441, ENST00000520198, ENST00000521499, ENST00000522343, ENST00000522349, ENST00000522835, ENST00000523927, ENST00000541428
1026	ENSG00000074800	ENST00000234590	1.05268177499291E-198	1.41959677788189E-195	6	ENST00000234590, ENST00000489867, ENST00000464920, ENST00000492343, ENST00000486051, ENST00000497492
1745	ENSG00000100106	ENST00000403663	3.63918645019895E-198	4.78179768308833E-195	11	ENST00000403663, ENST00000406386, ENST00000407319, ENST00000413051, ENST00000428075, ENST00000331103, ENST00000344404, ENST00000417857, ENST00000418339, ENST00000452519, ENST00000492485
4817	ENSG00000130513	ENST00000252809	5.30492796831281E-194	6.79627584340475E-191	5	ENST00000252809, ENST00000595973, ENST00000594925, ENST00000597765, ENST00000604609
3540	ENSG00000116017	ENST00000263620	4.03000396767415E-193	5.0370134956942E-190	7	ENST00000263620, ENST00000587532, ENST00000457152, ENST00000585733, ENST00000585895, ENST00000590749, ENST00000592216
10794	ENSG00000183508	ENST00000369448	1.04829546389666E-191	1.27904526303296E-188	1	ENST00000369448
1016	ENSG00000074416	ENST00000398104	1.2872934215777E-191	1.53412445090114E-188	14	ENST00000398104, ENST00000265052, ENST00000398101, ENST00000465597, ENST00000476682, ENST00000453507, ENST00000434178, ENST00000476654, ENST00000479967, ENST00000484451, ENST00000487473, ENST00000493611, ENST00000494830, ENST00000496306
609	ENSG00000057608	ENST00000380191	1.24033406494129E-189	1.4445663444981E-186	9	ENST00000380191, ENST00000380181, ENST00000447751, ENST00000609712, ENST00000608581, ENST00000380127, ENST00000418688, ENST00000456041, ENST00000479928
1415	ENSG00000088325	ENST00000300403	9.88051145739347E-189	1.12517068807584E-185	2	ENST00000300403, ENST00000340513
938	ENSG00000072041	ENST00000266682	4.63354877420711E-188	5.1618740637879E-185	11	ENST00000266682, ENST00000552192, ENST00000450363, ENST00000549540, ENST00000551010, ENST00000548267, ENST00000551818, ENST00000309283, ENST00000547240, ENST00000551388, ENST00000551612
1085	ENSG00000076641	ENST00000220597	6.00987350431728E-188	6.55268016444126E-185	4	ENST00000220597, ENST00000519326, ENST00000522811, ENST00000523463
10127	ENSG00000176619	ENST00000325327	2.36637250458652E-187	2.52634914578201E-184	6	ENST00000325327, ENST00000490554, ENST00000475819, ENST00000527409, ENST00000532465, ENST00000534495
12344	ENSG00000211448	ENST00000438257	3.61140697965617E-187	3.77686838107103E-184	11	ENST00000438257, ENST00000553968, ENST00000555750, ENST00000422005, ENST00000556811, ENST00000557010, ENST00000553594, ENST00000554188, ENST00000555844, ENST00000556384, ENST00000557125
9919	ENSG00000174574	ENST00000432648	1.13983070845329E-181	1.16821249309378E-178	4	ENST00000432648, ENST00000446189, ENST00000372984, ENST00000531822
2915	ENSG00000110002	ENST00000392748	1.21749495011271E-180	1.22334370036325E-177	6	ENST00000392748, ENST00000456829, ENST00000392744, ENST00000449321, ENST00000361352, ENST00000533623
8830	ENSG00000166851	ENST00000300093	1.41723693323615E-178	1.37030767252239E-175	9	ENST00000300093, ENST00000562272, ENST00000562407, ENST00000564202, ENST00000564794, ENST00000564947, ENST00000567897, ENST00000568568, ENST00000570220
1037	ENSG00000075213	ENST00000265362	1.6406577515641E-176	1.55695382368338E-173	7	ENST00000265362, ENST00000436949, ENST00000471474, ENST00000490883, ENST00000448879, ENST00000420047, ENST00000424555
10879	ENSG00000184117	ENST00000216121	2.47679100612074E-174	2.30769372924832E-171	6	ENST00000216121, ENST00000415100, ENST00000437094, ENST00000455496, ENST00000494966, ENST00000496944
3531	ENSG00000115963	ENST00000263895	1.30431456635115E-172	1.19356428486901E-169	9	ENST00000263895, ENST00000375734, ENST00000473639, ENST00000439275, ENST00000466334, ENST00000472416, ENST00000409557, ENST00000497865, ENST00000454202
3829	ENSG00000119326	ENST00000325551	2.33907093533461E-172	2.10290684353021E-169	5	ENST00000325551, ENST00000374594, ENST00000374595, ENST00000374593, ENST00000488130
5341	ENSG00000135074	ENST00000257527	2.86488866716521E-172	2.53122792670485E-169	5	ENST00000257527, ENST00000517951, ENST00000517374, ENST00000517905, ENST00000519752
3600	ENSG00000116649	ENST00000376957	4.92649464683708E-172	4.27895285046044E-169	6	ENST00000376957, ENST00000487300, ENST00000459997, ENST00000465788, ENST00000475189, ENST00000490101
8204	ENSG00000163466	ENST00000315717	1.90226297225952E-170	1.62469110022398E-167	18	ENST00000315717, ENST00000295685, ENST00000491780, ENST00000420201, ENST00000477992, ENST00000478612, ENST00000420104, ENST00000456575, ENST00000470146, ENST00000489598, ENST00000414983, ENST00000462034, ENST00000465395, ENST00000471355, ENST00000472753, ENST00000480062, ENST00000484961, ENST00000487321
11678	ENSG00000197063	ENST00000357736	1.01895875422579E-168	8.56008874759023E-166	3	ENST00000357736, ENST00000392366, ENST00000574686
2519	ENSG00000105894	ENST00000348225	2.64065489974981E-168	2.18258645705934E-165	2	ENST00000348225, ENST00000393083
11981	ENSG00000198743	ENST00000381151	3.5538468500858E-166	2.89074415607376E-163	1	ENST00000381151
4195	ENSG00000123416	ENST00000336023	6.11797339693577E-164	4.89868041759333E-161	8	ENST00000336023, ENST00000552984, ENST00000547476, ENST00000332858, ENST00000551324, ENST00000550367, ENST00000547765, ENST00000549870
10598	ENSG00000181789	ENST00000314797	2.54597673288303E-162	2.00720888733217E-159	10	ENST00000314797, ENST00000509889, ENST00000504547, ENST00000515725, ENST00000514478, ENST00000504350, ENST00000509208, ENST00000512034, ENST00000513410, ENST00000513965
10671	ENSG00000182481	ENST00000330459	3.0675409185509E-162	2.38175961168395E-159	7	ENST00000330459, ENST00000537025, ENST00000579754, ENST00000582898, ENST00000583269, ENST00000583392, ENST00000584026
4800	ENSG00000130340	ENST00000392185	7.06450005908823E-162	5.4032881422086E-159	4	ENST00000392185, ENST00000611124, ENST00000614703, ENST00000614800
2576	ENSG00000106366	ENST00000223095	1.55434879659271E-161	1.17136182472637E-158	1	ENST00000223095
10717	ENSG00000182871	ENST00000400337	1.25746872297221E-159	9.33898329111753E-157	7	ENST00000400337, ENST00000342220, ENST00000359759, ENST00000473212, ENST00000355480, ENST00000423214, ENST00000459895
9521	ENSG00000171444	ENST00000302475	1.60404674810206E-159	1.17427679437843E-156	10	ENST00000302475, ENST00000408903, ENST00000514701, ENST00000515367, ENST00000502648, ENST00000505604, ENST00000506605, ENST00000511242, ENST00000511847, ENST00000624689
3554	ENSG00000116133	ENST00000371269	1.6855020807112E-159	1.21652893135275E-156	3	ENST00000371269, ENST00000436604, ENST00000535035
2853	ENSG00000109189	ENST00000451218	5.19171321291964E-158	3.6951297721676E-155	9	ENST00000451218, ENST00000441222, ENST00000514536, ENST00000506707, ENST00000503060, ENST00000502443, ENST00000504078, ENST00000508499, ENST00000512656
7689	ENSG00000158710	ENST00000368097	1.12529234200428E-156	7.89939809123414E-154	5	ENST00000368097, ENST00000320307, ENST00000368096, ENST00000478033, ENST00000397334
3216	ENSG00000112893	ENST00000261483	2.09926113642109E-156	1.4537383369716E-153	6	ENST00000261483, ENST00000503970, ENST00000513921, ENST00000508043, ENST00000502261, ENST00000505313
12163	ENSG00000204442	ENST00000375915	1.41370980102939E-155	9.65940783383347E-153	1	ENST00000375915
7025	ENSG00000150551	ENST00000397463	2.15141121493532E-153	1.45064562775474E-150	3	ENST00000397463, ENST00000449209, ENST00000345008
